Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp
1,Amour,2012,Michael Haneke,Drama,An elderly retired music teacher cares for his wife after she suffers a series of strokes and their bond is tested to its limits in Hanekes devastating masterpiece about love mortality and dignity.,Cannes Palme dOr; Oscar Best Foreign Language Film; Oscar nom Best Picture + Director + Actress (Riva); BAFTA Foreign; Golden Globe Foreign; MC 94 RT 93; Riva Trintignant; Hanekes crowning achievement,"Cannes Film Festival, Academy Awards, BAFTA, Golden Globes, Metacritic",,1,,
2,Argo,2012,Ben Affleck,Thriller/Drama,A CIA exfiltration specialist poses as a Hollywood producer scouting locations for a fake sci-fi film to rescue six American diplomats hiding in Tehran during the 1979 hostage crisis.,Oscar Best Picture + Adapted Screenplay + Film Editing; BAFTA Best Film + Director; Golden Globe Drama + Director; MC 86 RT 96; Affleck directing triumph,"Academy Awards, BAFTA, Golden Globes, Metacritic, Rotten Tomatoes",,,4,2026-04-02T07:39:25.330Z
3,Silver Linings Playbook,2012,David O. Russell,Comedy/Drama,A man recovering from a mental health crisis moves back in with his parents and forms an unlikely bond with a young widow as they prepare for a dance competition.,Oscar Actress (Lawrence); TIFF Peoples Choice; Spirit Best Feature + Director + Female Lead + Screenplay; 8 Oscar noms; MC 81 RT 92; Lawrence Cooper De Niro,"Academy Awards, TIFF, Independent Spirit Awards, Metacritic",,,4,2026-04-02T07:39:28.233Z
4,Beasts of the Southern Wild,2012,Benh Zeitlin,Drama/Fantasy,A six-year-old girl and her fiercely independent father face a rising flood and mythic creatures in a forgotten Louisiana bayou community in Zeitlins visionary debut.,Sundance Grand Jury Prize; Cannes Camera dOr; 4 Oscar noms (Picture Director Actress Adapted Screenplay); MC 86 RT 86; Wallis youngest Best Actress nominee; magical realism,"Sundance, Cannes Film Festival, Academy Awards, Metacritic",,1,,
5,5 Broken Cameras,2012,Emad Burnat and Guy Davidi,Documentary,A Palestinian farmer documents five years of nonviolent resistance in his West Bank village through five cameras each destroyed by Israeli forces.,Oscar nom Documentary; RT 92 MC 81; Sundance World Cinema Director Documentary; co-directed Palestinian-Israeli; protest cinema; personally dangerous filmmaking,"Academy Awards, Sundance Film Festival, Metacritic, Rotten Tomatoes",,1,,
6,Lincoln,2012,Steven Spielberg,Drama/Biopic,President Abraham Lincoln navigates the treacherous political landscape to pass the Thirteenth Amendment abolishing slavery during the final months of the Civil War.,Oscar Actor (Day-Lewis) + Production Design; 12 Oscar noms; Golden Globe Actor; MC 87 RT 89; Day-Lewis third Oscar; Field Jones; Spielberg and Kushner collaboration,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes",,1,,
7,Caesar Must Die,2012,Paolo Taviani and Vittorio Taviani,Drama,Maximum security inmates at Romes Rebibbia prison rehearse and perform Julius Caesar and the play bleeds into their own lives of betrayal and violence.,Berlin Golden Bear; RT 90 MC 72; Taviani brothers late masterwork; prison Shakespeare; documentary-fiction hybrid; Italian neorealism legacy; deeply moving,"Berlin Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
8,Pieta,2012,Kim Ki-duk,Drama/Thriller,A ruthless loan shark who cripples debtors for insurance payouts is approached by a woman claiming to be the mother who abandoned him at birth in Kim Ki-duks savage Korean revenge parable.,Venice Golden Lion; RT 71 MC 62; Kim Ki-duk comeback; mother-son perversity; Korean revenge cinema; Venice upset winner; brutal and uncompromising,"Venice Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
9,Life of Pi,2012,Ang Lee,Adventure/Drama,A young Indian man recounts his extraordinary survival story of 227 days stranded on a lifeboat in the Pacific Ocean with a Bengal tiger in Lees visually transcendent adaptation.,Oscar Director + Cinematography + Score + VFX (4 wins); 11 Oscar noms; Golden Globe Score + Song; MC 79 RT 87; $609M on $120M; 3D masterclass; Ang Lee triumph,"Academy Awards, Golden Globes, Metacritic, Rotten Tomatoes, Box Office Mojo",,1,,
10,Reality,2012,Matteo Garrone,Comedy/Drama,A Neapolitan fishmonger becomes obsessed with auditioning for the Big Brother television show and his fixation consumes his life in Garrones satirical fable of fame culture.,Cannes Grand Prix; RT 82 MC 66; Garrone (Gomorrah follow-up); Italian media satire; Kafka meets reality TV; Neapolitan absurdism; Cannes crowd-pleaser,"Cannes Film Festival, Metacritic, Rotten Tomatoes, IndieWire",,,,
